1232;Uren;;;;Subarctic;clear;;;20;;0;0;1;0;0;0;0;0;11408;984;11408;984;11408;984;11408;984;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11403;967;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1233;Saransk;;;;Subarctic;clear;;;20;;0;0;1;0;0;0;0;0;11416;1138;11416;1138;11416;1138;11416;1138;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11424;1132;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1234;Penza;;;;Subarctic;clear;;;20;;0;0;1;0;0;0;0;0;11430;1338;11430;1338;11430;1338;11430;1338;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11451;1312;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1235;Uchta;;;;Arctic;forest;;;0;;0;0;1;0;7;0;40;0;11491;374;11491;374;11491;374;11491;374;0;11396;351;5;11408;355;7;11399;361;7;11386;360;7;11425;515;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1236;Syktyvkar;;;;Arctic;forest;;;20;;0;0;1;0;0;0;0;0;11566;752;11566;752;11566;752;11566;752;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11544;691;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1237;Kirov;;;;Arctic;forest;;;35;;0;0;2;0;0;0;0;0;11455;857;11455;857;11455;857;11455;857;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11477;852;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1238;Kama River;;;;;river;;;0;;0;0;0;0;0;0;0;0;11800;927;11800;927;11800;927;11800;927;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11762;1032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1239;Ustinov ;;;;Arctic;clear;;;20;;0;0;1;0;0;0;0;0;11785;928;11785;928;11785;928;11785;928;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11794;918;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1240;Molotov;;;;Arctic;clear;;;20;;0;0;1;1;3;20;0;0;11899;971;11883;969;11909;1002;11909;1002;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11874;967;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1241;Kazan;;;;Subarctic;clear;;;20;;0;0;2;1;0;0;0;0;11631;963;11631;963;11631;963;11631;963;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11622;941;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1242;Naberezjnyje Tjelny;;;;Subarctic;clear;;;20;;0;0;1;0;0;0;0;0;11742;1139;11742;1139;11742;1139;11742;1139;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11742;1079;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1243;Oktjabrskij;;;;Subarctic;clear;;;20;;0;0;0;0;0;0;0;0;11836;1185;11836;1185;11836;1185;11836;1185;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11863;1181;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1244;Ulyanovsk;;;;Subarctic;clear;;;20;;0;0;0;0;0;0;0;0;11587;1121;11587;1121;11587;1121;11587;1121;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11564;1091;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1245;Stalinsk;;;;Subarctic;clear;;;20;;0;0;1;0;0;0;0;0;11550;1265;11550;1265;11550;1265;11550;1265;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11571;1273;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1246;Syzran;;;;Subarctic;clear;;;20;;0;0;1;0;0;0;0;0;11732;1309;11732;1309;11732;1309;11732;1309;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11710;1293;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1247;Volga River;;;;;river;;;0;;0;0;0;0;0;0;0;0;11715;1351;11715;1351;11715;1351;11715;1351;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11665;1456;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1248;Saratov;;;;Subarctic;clear;;;20;;0;0;6;2;10;0;0;0;11613;1459;11613;1459;11613;1459;11613;1459;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11622;1425;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1249;Volzjskij;;;;Muddy;clear;;;20;;0;0;0;0;0;0;0;0;11644;1590;11644;1590;11644;1590;11644;1590;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11654;1551;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1250;Uralsk;;;;Muddy;clear;;;20;;0;0;0;0;0;0;0;0;11821;1508;11821;1508;11821;1508;11821;1508;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11842;1489;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1251;Bostandyk;;;;Muddy;clear;;;20;;0;0;0;0;0;0;0;0;11782;1647;11782;1647;11782;1647;11782;1647;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11770;1650;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1252;Guryev ;;;;Muddy;clear;;;20;;0;0;0;0;0;0;0;0;11966;1732;11966;1732;11966;1732;11966;1732;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11919;1693;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1253;Lower Volga River;;;;;river;;;0;;0;0;0;0;0;0;0;0;11752;1784;11752;1784;11752;1784;11752;1784;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11774;1795;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1254;Astrakhan;;;;Muddy;clear;;;35;;0;0;1;0;0;0;0;0;11886;1808;11886;1808;11886;1808;11886;1808;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11866;1777;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1255;Lagan;;;;Muddy;clear;;;20;;0;0;0;0;0;0;0;0;11841;1923;11841;1923;11841;1923;11841;1923;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11840;1905;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1256;Stavropol;;;;Muddy;clear;;;35;;0;0;1;0;0;0;0;0;11501;1886;11501;1886;11501;1886;11501;1886;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11552;1922;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1257;Elista;;;;Muddy;clear;;;20;;0;0;0;0;0;0;0;0;11700;1856;11700;1856;11700;1856;11700;1856;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11697;1897;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1258;Tbilisi;;;;Temperate;mountain;;;35;;0;0;1;0;10;0;10;0;11628;2057;11628;2057;11628;2057;11628;2057;0;11572;2000;2;-100;-100;0;-100;-100;0;-100;-100;0;11646;2059;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1259;Groznyj;;;;Temperate;mountain;;;35;;0;0;1;0;25;0;0;0;11822;2109;11822;2109;11822;2109;11822;2109;0;11755;2053;4;-100;-100;0;-100;-100;0;-100;-100;0;11798;2071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1260;Jerevan;;;;Temperate;mountain;;;35;;0;0;1;0;0;0;0;0;11681;2229;11681;2229;11681;2229;11681;2229;0;11615;2155;4;-100;-100;0;-100;-100;0;-100;-100;0;11670;2184;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1261;Malatya;;;;Temperate;mountain;;;20;;0;0;1;0;0;20;0;0;11398;2296;11378;2310;11398;2296;11398;2296;0;11335;2256;3;11328;2265;2;11339;2271;2;11351;2275;3;11362;2273;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1262;Trabzon;;;;Temperate;mountain;;;20;;0;0;2;0;0;0;10;0;11392;2136;11390;2158;11344;2127;11392;2136;0;11344;2150;6;-100;-100;0;-100;-100;0;-100;-100;0;11398;2133;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1263;Kars;;;;Temperate;mountain;;;20;;0;0;1;0;0;0;0;0;11546;2178;11546;2178;11546;2178;11546;2178;0;11493;2120;2;-100;-100;0;-100;-100;0;-100;-100;0;11524;2177;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1264;Erzurum;;;;Temperate;mountain;;;20;;0;0;1;0;0;0;0;0;11448;2240;11448;2240;11448;2240;11448;2240;0;11378;2198;3;11386;2207;2;11375;2211;6;11369;2217;6;11471;2227;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1265;Diyarbakir;;;;Temperate;mountain;;;20;;0;0;1;0;4;0;0;0;11478;2369;11478;2369;11478;2369;11478;2369;0;11423;2364;4;11414;2367;3;-100;-100;0;-100;-100;0;11473;2366;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1266;Van;;;;Mediterranean;desert;;;20;;0;0;1;0;0;0;0;0;11633;2355;11633;2355;11633;2355;11633;2355;0;11578;2302;4;-100;-100;0;-100;-100;0;-100;-100;0;11615;2317;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1267;Kirkuk;;;;Mediterranean;hills;;;20;;0;0;1;0;40;5;15;0;11738;2550;11738;2550;11738;2550;11738;2550;0;11666;2471;4;11686;2485;2;-100;-100;0;-100;-100;0;11706;2488;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1268;Rawah;;;;Mediterranean;desert;;;20;;0;0;1;0;5;0;0;0;11498;2518;11498;2518;11498;2518;11498;2518;0;11452;2439;1;11480;2440;1;11468;2443;1;11446;2446;1;11484;2452;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1269;Aleppo;;;;Mediterranean;clear;;;50;;3;0;1;0;0;0;0;0;11306;2509;11340;2488;11280;2542;11298;2545;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11330;2461;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1270;Homs;;;;Mediterranean;clear;;;30;;0;0;1;0;0;0;0;0;11412;2542;11385;2552;11412;2542;11412;2542;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11416;2564;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1271;Mosul;;;;Mediterranean;hills;;;30;;0;0;2;0;80;0;5;0;11628;2568;11628;2568;11628;2568;11628;2568;0;11577;2487;2;11587;2500;6;11576;2512;3;-100;-100;0;11617;2559;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1272;Bagdad;;;;Mediterranean;clear;;;40;;0;0;8;0;40;10;20;0;11772;2666;11772;2666;11772;2666;11772;2666;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11770;2643;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1273;Beirut;;;;Mediterranean;hills;;;50;;0;1208;1;0;0;0;0;0;11292;2687;11309;2653;11267;2665;11309;2653;0;11312;2593;7;11319;2598;5;-100;-100;0;-100;-100;0;11305;2635;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1274;Damascus;;;;Mediterranean;clear;;;35;;0;0;1;0;0;0;0;0;11412;2695;11412;2695;11412;2695;11412;2695;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11407;2669;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1275;Amman;;;;Mediterranean;desert;;;30;;0;0;1;0;0;0;0;0;11328;2852;11302;2871;11328;2852;11328;2852;0;11266;2908;5;11285;2907;7;11251;2914;2;-100;-100;0;11301;2880;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1276;Medina;;;;Subtropical;desert;;;10;;0;0;2;0;0;2;5;0;11407;3117;11407;3117;11307;3191;11407;3117;0;11327;3015;4;11340;3025;5;11315;3042;7;-100;-100;0;11441;3067;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1277;Riyadh;;;;Subtropical;desert;;;10;;0;0;3;0;0;5;10;0;11787;3301;11787;3301;11787;3301;11787;3301;0;11636;3136;7;11642;3140;5;11653;3150;7;11670;3138;4;11788;3223;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1278;Kuwait;;;;Subtropical;desert;;;10;;0;1351;5;0;5;10;20;0;11904;2995;11904;2995;11948;3004;11904;2995;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11875;2965;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1279;Buraydah;;;;Subtropical;desert;;;0;;0;0;0;0;0;0;0;0;11646;2962;11646;2962;11646;2962;11646;2962;0;11439;2851;4;11460;2860;5;-100;-100;0;-100;-100;0;11670;3043;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1280;At Turayf;;;;Subtropical;desert;;;0;;0;0;0;0;0;0;0;0;11596;2762;11596;2762;11596;2762;11596;2762;0;11507;2752;2;11535;2766;4;11554;2774;1;11517;2773;1;11586;2752;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1281;An Najaf;;;;Subtropical;hills;;;0;;0;0;0;0;0;0;0;0;11713;2897;11713;2897;11713;2897;11713;2897;0;11643;2853;2;11678;2844;5;11665;2856;4;11684;2865;2;11731;2881;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1282;Mecka;;;;Subtropical;desert;;;10;;0;0;2;0;0;0;0;0;11594;3480;11594;3480;11574;3577;11594;3480;0;11532;3346;4;11526;3376;2;11563;3399;2;11606;3386;2;11559;3414;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1283;Aden;;;;Tropical;desert;;;35;;1;1291;1;0;0;0;0;0;11992;3726;11992;3726;11905;3866;12107;3768;7;11936;3771;1;11919;3778;1;11982;3761;2;11929;3751;2;12021;3692;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1284;Sana;;;;Tropical;desert;;;35;;1;0;5;0;0;10;20;0;11766;3771;11766;3771;11654;3721;11702;3855;0;11722;3719;5;11749;3722;1;-100;-100;0;-100;-100;0;11732;3739;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1285;Asmara;;;;Tropical;mountain;;;35;;1;1286;0;0;0;0;0;0;11440;3757;11421;3738;11518;3753;11566;3803;4;11370;3684;4;11386;3665;4;11367;3672;2;11322;3735;2;11434;3745;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1286;Southern Red Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;11453;3517;11453;3517;11453;3517;11453;3517;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11519;3657;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1287;Berbera;;;;Tropical;mountain;;;35;;0;1291;0;0;0;0;0;0;11837;4049;11887;4062;11897;3987;11837;4049;0;11716;4034;2;11717;4048;3;-100;-100;0;-100;-100;0;11868;4055;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1288;Makale;;;;Tropical;mountain;;;35;;0;0;0;0;0;5;10;0;11593;3979;11565;3977;11593;3979;11593;3979;0;11544;3916;2;11536;3924;2;11555;3920;4;11633;4035;4;11575;3991;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1289;Djibouti;;;;Tropical;clear;;;35;;2;1292;0;0;0;0;0;0;11659;3975;11659;3975;11703;3946;11687;3926;13;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11658;3972;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1290;Gondar;;;;Tropical;mountain;;;35;;0;0;0;0;0;0;0;0;11335;3905;11335;3905;11335;3905;11335;3905;0;11273;3826;6;11259;3836;3;-100;-100;0;-100;-100;0;11436;3924;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1291;Gulf of Aden;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;11998;3891;11998;3891;11998;3891;11998;3891;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11994;3915;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1292;Bab el Mandeb;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;11706;3883;11685;3888;11706;3883;11706;3883;4;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11794;3931;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1293;Dagabur;;;;Tropical;clear;;;35;;0;0;0;0;0;0;0;0;11729;4201;11729;4201;11729;4201;11729;4201;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11644;4206;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1294;Harar;;;;Tropical;mountain;;;35;;0;0;1;0;0;0;0;0;11599;4114;11599;4114;11599;4114;11599;4114;0;11543;4111;4;-100;-100;0;-100;-100;0;-100;-100;0;11567;4101;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1295;Addis Abeba;;;;Tropical;mountain;;;50;;0;0;4;1;0;10;20;0;11384;4115;11384;4115;11384;4115;11384;4115;0;11346;4034;6;11340;4040;3;-100;-100;0;-100;-100;0;11390;4115;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1296;Magalo;;;;Tropical;mountain;;;35;;0;0;0;0;0;0;0;0;11496;4248;11496;4248;11496;4248;11496;4248;0;11469;4225;4;-100;-100;0;-100;-100;0;-100;-100;0;11523;4273;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1297;Jimma;;;;Tropical;mountain;;;35;;0;0;0;0;0;0;0;0;11218;4107;11214;4092;11266;4139;11266;4139;0;11149;4044;5;11141;4047;4;-100;-100;0;-100;-100;0;11225;4183;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1298;Wad Madani;;;;Tropical;marsh;;;10;;0;0;0;0;0;0;0;0;11054;4059;11054;4059;11054;4059;11054;4059;0;10979;4039;5;10954;4077;4;10987;4060;3;10972;4098;1;11036;4159;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1299;Obbia ;;;;Tropical;desert;;;35;;0;0;0;0;0;0;0;0;11963;4202;11937;4229;12078;3966;11963;4202;0;12036;4020;3;12057;4030;4;12067;4011;2;-100;-100;0;11917;4252;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1300;Juba River;;;;;river;;;0;;0;0;0;0;0;0;0;0;11634;4372;11634;4372;11634;4372;11634;4372;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11702;4451;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1301;Kismayo;;;;Tropical;desert;;;35;;0;0;0;0;0;0;0;0;11658;4500;11631;4474;11642;4486;11642;4486;0;11627;4388;4;11610;4405;3;11636;4412;3;11617;4415;2;11628;4417;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1302;Mogadishu;;;;Tropical;desert;;;35;;1;1303;1;0;0;0;0;0;11795;4461;11765;4417;11806;4505;11831;4473;6;11706;4358;4;11747;4350;5;-100;-100;0;-100;-100;0;11739;4359;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1303;Sea of Mogadishu;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;11797;4576;11797;4576;11797;4576;11797;4576;14;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11823;4585;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1304;Entebbe ;;;;Tropical;clear;;;35;;0;0;1;0;0;0;0;10;11065;4437;11065;4437;11065;4437;11065;4437;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11085;4450;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1305;Lake Victoria;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;11164;4589;11164;4589;11164;4589;11164;4589;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11149;4587;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1306;Mombasa;;;;Tropical;clear;;;50;;2;1313;1;0;0;0;0;0;11536;4677;11533;4661;11547;4760;11593;4701;6;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11456;4752;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1307;Nairobi;;;;Tropical;mountain;;;50;;0;0;1;0;0;0;0;0;11296;4514;11296;4514;11296;4514;11296;4514;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11375;4567;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1308;Garissa;;;;Tropical;clear;;;20;;0;0;0;0;0;0;0;0;11446;4485;11446;4485;11446;4485;11446;4485;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11474;4519;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1309;Dar es Salaam;;;;Tropical;clear;;;50;;2;1312;1;1;0;0;0;0;11371;4934;11357;4926;11503;4986;11456;4899;5;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11339;4996;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1310;Zanzibar;;;;Tropical;clear;;;50;;3;1312;1;0;0;0;0;0;11522;4918;11522;4918;11546;4951;11529;4934;15;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11524;4919;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1311;Tabora;;;;Tropical;clear;;;35;;0;0;0;0;0;0;0;10;11172;4828;11176;4798;11172;4828;11172;4828;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11217;4839;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1312;Zanzibar Channel;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;11566;5024;11604;5096;11566;5024;11566;5024;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11563;5032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1313;Pemba Channel;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;11590;4787;11590;4787;11590;4787;11590;4787;4;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11609;4796;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1314;North West Madagaskar coast;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;11867;5171;11867;5171;11867;5171;11867;5171;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11880;5150;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1315;North Madagaskar Coast;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;12057;5187;12057;5187;12057;5187;12057;5187;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12065;5147;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1316;Madagaskar Coast;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;12041;5471;12041;5471;12041;5471;12041;5471;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;12021;5471;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1317;South Madagaskar Coast;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;11947;5710;11947;5710;11947;5710;11947;5710;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11935;5711;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1318;Quelimane;;;;Tropical;mountain;;;35;;0;0;0;0;0;0;0;0;11434;5461;11386;5418;11423;5529;11466;5486;0;11339;5218;3;11380;5224;2;11335;5282;3;11364;5235;5;11422;5307;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1319;Tananarive;;;;Tropical;clear;;;50;;0;1314;0;0;0;0;0;0;11802;5447;11802;5447;11858;5267;11802;5447;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11694;5442;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1320;West Madagaskar Coast;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;11562;5462;11562;5525;11562;5462;11562;5462;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11589;5502;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1321;Madagaskar Bay;;;;Tropical;ocean;;;0;;0;0;0;0;0;0;0;0;11684;5268;11684;5268;11684;5268;11684;5268;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11680;5293;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1322;Fianarantsoa;;;;Tropical;mountain;;;50;;1;1316;0;0;0;0;0;0;11776;5680;11776;5680;11949;5553;11816;5845;6;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;11760;5685;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
